userId,startDate,endDate
61,2019-01-01 00:00:00,2019-01-07 00:00:00
61,2019-01-08 00:00:00,2019-01-14 00:00:00
61,2019-01-15 00:00:00,2019-01-21 00:00:00
61,2019-01-22 00:00:00,2019-01-28 00:00:00
61,2019-01-29 00:00:00,2019-02-04 00:00:00
61,2019-02-05 00:00:00,2019-02-11 00:00:00
61,2019-02-12 00:00:00,2019-02-18 00:00:00
61,2019-02-19 00:00:00,2019-02-25 00:00:00
61,2019-02-26 00:00:00,2019-03-04 00:00:00
61,2019-03-05 00:00:00,2019-03-11 00:00:00
61,2019-03-12 00:00:00,2019-03-18 00:00:00
61,2019-03-19 00:00:00,2019-03-25 00:00:00
62,2019-01-01 00:00:00,2019-01-07 00:00:00
62,2019-01-08 00:00:00,2019-01-14 00:00:00
62,2019-01-15 00:00:00,2019-01-21 00:00:00
62,2019-01-22 00:00:00,2019-01-28 00:00:00
62,2019-01-29 00:00:00,2019-02-04 00:00:00
62,2019-02-05 00:00:00,2019-02-11 00:00:00
62,2019-02-12 00:00:00,2019-02-18 00:00:00
62,2019-02-19 00:00:00,2019-02-25 00:00:00
62,2019-02-26 00:00:00,2019-03-04 00:00:00
62,2019-03-05 00:00:00,2019-03-11 00:00:00
62,2019-03-12 00:00:00,2019-03-18 00:00:00
62,2019-03-19 00:00:00,2019-03-25 00:00:00
63,2019-01-01 00:00:00,2019-01-07 00:00:00
63,2019-01-08 00:00:00,2019-01-14 00:00:00
63,2019-01-15 00:00:00,2019-01-21 00:00:00
63,2019-01-22 00:00:00,2019-01-28 00:00:00
63,2019-01-29 00:00:00,2019-02-04 00:00:00
63,2019-02-05 00:00:00,2019-02-11 00:00:00
63,2019-02-12 00:00:00,2019-02-18 00:00:00
63,2019-02-19 00:00:00,2019-02-25 00:00:00
63,2019-02-26 00:00:00,2019-03-04 00:00:00
63,2019-03-05 00:00:00,2019-03-11 00:00:00
63,2019-03-12 00:00:00,2019-03-18 00:00:00
63,2019-03-19 00:00:00,2019-03-25 00:00:00
64,2019-01-01 00:00:00,2019-01-07 00:00:00
64,2019-01-08 00:00:00,2019-01-14 00:00:00
64,2019-01-15 00:00:00,2019-01-21 00:00:00
64,2019-01-22 00:00:00,2019-01-28 00:00:00
64,2019-01-29 00:00:00,2019-02-04 00:00:00
64,2019-02-05 00:00:00,2019-02-11 00:00:00
64,2019-02-12 00:00:00,2019-02-18 00:00:00
64,2019-02-19 00:00:00,2019-02-25 00:00:00
64,2019-02-26 00:00:00,2019-03-04 00:00:00
64,2019-03-05 00:00:00,2019-03-11 00:00:00
64,2019-03-12 00:00:00,2019-03-18 00:00:00
64,2019-03-19 00:00:00,2019-03-25 00:00:00
65,2019-01-01 00:00:00,2019-01-07 00:00:00
65,2019-01-08 00:00:00,2019-01-14 00:00:00
65,2019-01-15 00:00:00,2019-01-21 00:00:00
65,2019-01-22 00:00:00,2019-01-28 00:00:00
65,2019-01-29 00:00:00,2019-02-04 00:00:00
65,2019-02-05 00:00:00,2019-02-11 00:00:00
65,2019-02-12 00:00:00,2019-02-18 00:00:00
65,2019-02-19 00:00:00,2019-02-25 00:00:00
65,2019-02-26 00:00:00,2019-03-04 00:00:00
65,2019-03-05 00:00:00,2019-03-11 00:00:00
65,2019-03-12 00:00:00,2019-03-18 00:00:00
65,2019-03-19 00:00:00,2019-03-25 00:00:00
66,2019-01-01 00:00:00,2019-01-07 00:00:00
66,2019-01-08 00:00:00,2019-01-14 00:00:00
66,2019-01-15 00:00:00,2019-01-21 00:00:00
66,2019-01-22 00:00:00,2019-01-28 00:00:00
66,2019-01-29 00:00:00,2019-02-04 00:00:00
66,2019-02-05 00:00:00,2019-02-11 00:00:00
66,2019-02-12 00:00:00,2019-02-18 00:00:00
66,2019-02-19 00:00:00,2019-02-25 00:00:00
66,2019-02-26 00:00:00,2019-03-04 00:00:00
66,2019-03-05 00:00:00,2019-03-11 00:00:00
66,2019-03-12 00:00:00,2019-03-18 00:00:00
66,2019-03-19 00:00:00,2019-03-25 00:00:00
67,2019-01-01 00:00:00,2019-01-07 00:00:00
67,2019-01-08 00:00:00,2019-01-14 00:00:00
67,2019-01-15 00:00:00,2019-01-21 00:00:00
67,2019-01-22 00:00:00,2019-01-28 00:00:00
67,2019-01-29 00:00:00,2019-02-04 00:00:00
67,2019-02-05 00:00:00,2019-02-11 00:00:00
67,2019-02-12 00:00:00,2019-02-18 00:00:00
67,2019-02-19 00:00:00,2019-02-25 00:00:00
67,2019-02-26 00:00:00,2019-03-04 00:00:00
67,2019-03-05 00:00:00,2019-03-11 00:00:00
67,2019-03-12 00:00:00,2019-03-18 00:00:00
67,2019-03-19 00:00:00,2019-03-25 00:00:00
68,2019-01-01 00:00:00,2019-01-07 00:00:00
68,2019-01-08 00:00:00,2019-01-14 00:00:00
68,2019-01-15 00:00:00,2019-01-21 00:00:00
68,2019-01-22 00:00:00,2019-01-28 00:00:00
68,2019-01-29 00:00:00,2019-02-04 00:00:00
68,2019-02-05 00:00:00,2019-02-11 00:00:00
68,2019-02-12 00:00:00,2019-02-18 00:00:00
68,2019-02-19 00:00:00,2019-02-25 00:00:00
68,2019-02-26 00:00:00,2019-03-04 00:00:00
68,2019-03-05 00:00:00,2019-03-11 00:00:00
68,2019-03-12 00:00:00,2019-03-18 00:00:00
68,2019-03-19 00:00:00,2019-03-25 00:00:00
69,2019-01-01 00:00:00,2019-01-07 00:00:00
69,2019-01-08 00:00:00,2019-01-14 00:00:00
69,2019-01-15 00:00:00,2019-01-21 00:00:00
69,2019-01-22 00:00:00,2019-01-28 00:00:00
69,2019-01-29 00:00:00,2019-02-04 00:00:00
69,2019-02-05 00:00:00,2019-02-11 00:00:00
69,2019-02-12 00:00:00,2019-02-18 00:00:00
69,2019-02-19 00:00:00,2019-02-25 00:00:00
69,2019-02-26 00:00:00,2019-03-04 00:00:00
69,2019-03-05 00:00:00,2019-03-11 00:00:00
69,2019-03-12 00:00:00,2019-03-18 00:00:00
69,2019-03-19 00:00:00,2019-03-25 00:00:00
70,2019-01-01 00:00:00,2019-01-07 00:00:00
70,2019-01-08 00:00:00,2019-01-14 00:00:00
70,2019-01-15 00:00:00,2019-01-21 00:00:00
70,2019-01-22 00:00:00,2019-01-28 00:00:00
70,2019-01-29 00:00:00,2019-02-04 00:00:00
