userId,startDate,endDate
61,2019-01-01 00:00:00,2019-01-07 00:00:00
61,2019-01-08 00:00:00,2019-01-14 00:00:00
61,2019-01-15 00:00:00,2019-01-21 00:00:00
61,2019-01-22 00:00:00,2019-01-28 00:00:00
62,2019-01-01 00:00:00,2019-01-07 00:00:00
62,2019-01-08 00:00:00,2019-01-14 00:00:00
62,2019-01-15 00:00:00,2019-01-21 00:00:00
62,2019-01-22 00:00:00,2019-01-28 00:00:00
63,2019-01-01 00:00:00,2019-01-07 00:00:00
63,2019-01-08 00:00:00,2019-01-14 00:00:00
63,2019-01-15 00:00:00,2019-01-21 00:00:00
63,2019-01-22 00:00:00,2019-01-28 00:00:00
64,2019-01-01 00:00:00,2019-01-07 00:00:00
64,2019-01-08 00:00:00,2019-01-14 00:00:00
64,2019-01-15 00:00:00,2019-01-21 00:00:00
64,2019-01-22 00:00:00,2019-01-28 00:00:00
65,2019-01-01 00:00:00,2019-01-07 00:00:00
65,2019-01-08 00:00:00,2019-01-14 00:00:00
65,2019-01-15 00:00:00,2019-01-21 00:00:00
65,2019-01-22 00:00:00,2019-01-28 00:00:00
66,2019-01-01 00:00:00,2019-01-07 00:00:00
66,2019-01-08 00:00:00,2019-01-14 00:00:00
66,2019-01-15 00:00:00,2019-01-21 00:00:00
66,2019-01-22 00:00:00,2019-01-28 00:00:00
67,2019-01-01 00:00:00,2019-01-07 00:00:00
67,2019-01-08 00:00:00,2019-01-14 00:00:00
67,2019-01-15 00:00:00,2019-01-21 00:00:00
67,2019-01-22 00:00:00,2019-01-28 00:00:00
68,2019-01-01 00:00:00,2019-01-07 00:00:00
68,2019-01-08 00:00:00,2019-01-14 00:00:00
68,2019-01-15 00:00:00,2019-01-21 00:00:00
68,2019-01-22 00:00:00,2019-01-28 00:00:00
69,2019-01-01 00:00:00,2019-01-07 00:00:00
69,2019-01-08 00:00:00,2019-01-14 00:00:00
69,2019-01-15 00:00:00,2019-01-21 00:00:00
69,2019-01-22 00:00:00,2019-01-28 00:00:00
70,2019-01-01 00:00:00,2019-01-07 00:00:00
70,2019-01-08 00:00:00,2019-01-14 00:00:00
70,2019-01-15 00:00:00,2019-01-21 00:00:00
70,2019-01-22 00:00:00,2019-01-28 00:00:00
71,2019-01-01 00:00:00,2019-01-07 00:00:00
71,2019-01-08 00:00:00,2019-01-14 00:00:00
71,2019-01-15 00:00:00,2019-01-21 00:00:00
71,2019-01-22 00:00:00,2019-01-28 00:00:00
72,2019-01-01 00:00:00,2019-01-07 00:00:00
72,2019-01-08 00:00:00,2019-01-14 00:00:00
72,2019-01-15 00:00:00,2019-01-21 00:00:00
72,2019-01-22 00:00:00,2019-01-28 00:00:00
73,2019-01-01 00:00:00,2019-01-07 00:00:00
73,2019-01-08 00:00:00,2019-01-14 00:00:00
73,2019-01-15 00:00:00,2019-01-21 00:00:00
73,2019-01-22 00:00:00,2019-01-28 00:00:00
74,2019-01-01 00:00:00,2019-01-07 00:00:00
74,2019-01-08 00:00:00,2019-01-14 00:00:00
74,2019-01-15 00:00:00,2019-01-21 00:00:00
74,2019-01-22 00:00:00,2019-01-28 00:00:00
75,2019-01-01 00:00:00,2019-01-07 00:00:00
75,2019-01-08 00:00:00,2019-01-14 00:00:00
75,2019-01-15 00:00:00,2019-01-21 00:00:00
75,2019-01-22 00:00:00,2019-01-28 00:00:00
76,2019-01-01 00:00:00,2019-01-07 00:00:00
76,2019-01-08 00:00:00,2019-01-14 00:00:00
76,2019-01-15 00:00:00,2019-01-21 00:00:00
76,2019-01-22 00:00:00,2019-01-28 00:00:00
77,2019-01-01 00:00:00,2019-01-07 00:00:00
77,2019-01-08 00:00:00,2019-01-14 00:00:00
77,2019-01-15 00:00:00,2019-01-21 00:00:00
77,2019-01-22 00:00:00,2019-01-28 00:00:00
78,2019-01-01 00:00:00,2019-01-07 00:00:00
78,2019-01-08 00:00:00,2019-01-14 00:00:00
78,2019-01-15 00:00:00,2019-01-21 00:00:00
78,2019-01-22 00:00:00,2019-01-28 00:00:00
79,2019-01-01 00:00:00,2019-01-07 00:00:00
79,2019-01-08 00:00:00,2019-01-14 00:00:00
79,2019-01-15 00:00:00,2019-01-21 00:00:00
79,2019-01-22 00:00:00,2019-01-28 00:00:00
80,2019-01-01 00:00:00,2019-01-07 00:00:00
80,2019-01-08 00:00:00,2019-01-14 00:00:00
80,2019-01-15 00:00:00,2019-01-21 00:00:00
80,2019-01-22 00:00:00,2019-01-28 00:00:00
81,2019-01-01 00:00:00,2019-01-07 00:00:00
81,2019-01-08 00:00:00,2019-01-14 00:00:00
81,2019-01-15 00:00:00,2019-01-21 00:00:00
81,2019-01-22 00:00:00,2019-01-28 00:00:00
82,2019-01-01 00:00:00,2019-01-07 00:00:00
82,2019-01-08 00:00:00,2019-01-14 00:00:00
82,2019-01-15 00:00:00,2019-01-21 00:00:00
82,2019-01-22 00:00:00,2019-01-28 00:00:00
83,2019-01-01 00:00:00,2019-01-07 00:00:00
83,2019-01-08 00:00:00,2019-01-14 00:00:00
83,2019-01-15 00:00:00,2019-01-21 00:00:00
83,2019-01-22 00:00:00,2019-01-28 00:00:00
84,2019-01-01 00:00:00,2019-01-07 00:00:00
84,2019-01-08 00:00:00,2019-01-14 00:00:00
84,2019-01-15 00:00:00,2019-01-21 00:00:00
84,2019-01-22 00:00:00,2019-01-28 00:00:00
85,2019-01-01 00:00:00,2019-01-07 00:00:00
85,2019-01-08 00:00:00,2019-01-14 00:00:00
85,2019-01-15 00:00:00,2019-01-21 00:00:00
85,2019-01-22 00:00:00,2019-01-28 00:00:00
