scheduleId,startTime,endTime
1,2019-01-01 10:00:00,2019-01-01 11:00:00
1,2019-01-01 13:00:00,2019-01-01 14:00:00
1,2019-01-01 16:00:00,2019-01-01 17:00:00
1,2019-01-01 18:00:00,2019-01-01 19:00:00
1,2019-01-01 20:00:00,2019-01-01 21:00:00
1,2019-01-02 12:00:00,2019-01-02 14:00:00
1,2019-01-02 17:00:00,2019-01-02 18:00:00
1,2019-01-02 19:00:00,2019-01-02 21:00:00
1,2019-01-03 10:00:00,2019-01-03 11:00:00
1,2019-01-03 19:00:00,2019-01-03 20:00:00
1,2019-01-04 10:00:00,2019-01-04 12:00:00
1,2019-01-04 13:00:00,2019-01-04 15:00:00
1,2019-01-04 17:00:00,2019-01-04 18:00:00
2,2019-01-01 11:00:00,2019-01-01 12:00:00
2,2019-01-01 14:00:00,2019-01-01 17:00:00
2,2019-01-01 20:00:00,2019-01-01 21:00:00
2,2019-01-02 14:00:00,2019-01-02 15:00:00
2,2019-01-02 16:00:00,2019-01-02 17:00:00
2,2019-01-02 19:00:00,2019-01-02 21:00:00
2,2019-01-03 10:00:00,2019-01-03 12:00:00
2,2019-01-03 14:00:00,2019-01-03 16:00:00
2,2019-01-03 17:00:00,2019-01-03 19:00:00
2,2019-01-03 21:00:00,2019-01-03 22:00:00
2,2019-01-04 12:00:00,2019-01-04 14:00:00
2,2019-01-04 15:00:00,2019-01-04 16:00:00
3,2019-01-01 10:00:00,2019-01-01 13:00:00
3,2019-01-01 14:00:00,2019-01-01 15:00:00
3,2019-01-01 18:00:00,2019-01-01 19:00:00
3,2019-01-02 14:00:00,2019-01-02 15:00:00
3,2019-01-02 16:00:00,2019-01-02 20:00:00
3,2019-01-03 10:00:00,2019-01-03 13:00:00
3,2019-01-03 15:00:00,2019-01-03 16:00:00
3,2019-01-03 17:00:00,2019-01-03 18:00:00
3,2019-01-03 19:00:00,2019-01-03 20:00:00
3,2019-01-04 14:00:00,2019-01-04 16:00:00
3,2019-01-04 18:00:00,2019-01-04 20:00:00
3,2019-01-04 21:00:00,2019-01-04 22:00:00
3,2019-01-05 11:00:00,2019-01-05 14:00:00
3,2019-01-05 17:00:00,2019-01-05 19:00:00
4,2019-01-01 10:00:00,2019-01-01 14:00:00
4,2019-01-01 15:00:00,2019-01-01 16:00:00
4,2019-01-01 17:00:00,2019-01-01 19:00:00
4,2019-01-01 21:00:00,2019-01-01 22:00:00
4,2019-01-02 12:00:00,2019-01-02 15:00:00
4,2019-01-02 16:00:00,2019-01-02 18:00:00
4,2019-01-02 19:00:00,2019-01-02 21:00:00
4,2019-01-03 11:00:00,2019-01-03 14:00:00
4,2019-01-03 16:00:00,2019-01-03 19:00:00
4,2019-01-03 21:00:00,2019-01-03 22:00:00
4,2019-01-04 10:00:00,2019-01-04 12:00:00
4,2019-01-04 13:00:00,2019-01-04 15:00:00
4,2019-01-04 21:00:00,2019-01-04 22:00:00
4,2019-01-05 10:00:00,2019-01-05 11:00:00
4,2019-01-05 12:00:00,2019-01-05 16:00:00
4,2019-01-05 18:00:00,2019-01-05 21:00:00
4,2019-01-06 10:00:00,2019-01-06 11:00:00
4,2019-01-06 12:00:00,2019-01-06 14:00:00
4,2019-01-06 18:00:00,2019-01-06 19:00:00
4,2019-01-06 21:00:00,2019-01-06 22:00:00
4,2019-01-07 11:00:00,2019-01-07 15:00:00
4,2019-01-07 19:00:00,2019-01-07 20:00:00
4,2019-01-07 21:00:00,2019-01-07 22:00:00
5,2019-01-01 14:00:00,2019-01-01 15:00:00
5,2019-01-01 17:00:00,2019-01-01 18:00:00
5,2019-01-01 21:00:00,2019-01-01 22:00:00
5,2019-01-02 13:00:00,2019-01-02 15:00:00
5,2019-01-02 17:00:00,2019-01-02 19:00:00
5,2019-01-02 20:00:00,2019-01-02 22:00:00
