userId,startDate,endDate
41,2019-01-01 00:00:00,2019-01-07 00:00:00
41,2019-01-10 00:00:00,2019-01-16 00:00:00
41,2019-01-19 00:00:00,2019-01-25 00:00:00
41,2019-01-26 00:00:00,2019-02-01 00:00:00
41,2019-02-03 00:00:00,2019-02-09 00:00:00
41,2019-02-13 00:00:00,2019-02-19 00:00:00
41,2019-02-21 00:00:00,2019-02-27 00:00:00
41,2019-03-01 00:00:00,2019-03-07 00:00:00
41,2019-03-10 00:00:00,2019-03-16 00:00:00
41,2019-03-17 00:00:00,2019-03-23 00:00:00
41,2019-03-27 00:00:00,2019-04-02 00:00:00
41,2019-04-04 00:00:00,2019-04-10 00:00:00
41,2019-04-14 00:00:00,2019-04-20 00:00:00
